ADVERTISER,BRAND_ROOT,Brand (Major),Brand (Minor),Brand (Leaf),PUBLISHER,DATE,CHANNEL,Top-Level Category,PLACEMENT,Spend (USD),IMPRESSIONS
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Paramount+,2025-04-01,OTT,Consumer Packaged Goods,In-Stream,4235.84,190056
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Paramount+,2025-04-01,OTT,Consumer Packaged Goods,In-Stream,10388.54,466118
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Max,2025-04-01,OTT,Consumer Packaged Goods,In-Stream,16163.47,440132
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,OTT Streaming Services (General),2025-04-01,OTT,Consumer Packaged Goods,In-Stream,2275.97,95409
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,OTT Streaming Services (General),2025-04-01,OTT,Consumer Packaged Goods,In-Stream,225675.70,9460381
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),OTT Streaming Services (General),2025-04-01,OTT,Consumer Packaged Goods,In-Stream,8194.06,343496
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Amazon Prime Video,2025-04-01,OTT,Consumer Packaged Goods,In-Stream,3728.77,111360
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Amazon Prime Video,2025-04-01,OTT,Consumer Packaged Goods,In-Stream,10325.99,308387
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Disney+,2025-04-01,OTT,Consumer Packaged Goods,In-Stream,19751.37,425490
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Facebook,2025-05-01,Facebook,Consumer Packaged Goods,Stories,286.84,39452
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Facebook,2025-05-01,Facebook,Consumer Packaged Goods,Feed,1148.82,158008
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Facebook,2025-05-01,Facebook,Consumer Packaged Goods,Feed,152949.03,21036400
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Facebook,2025-05-01,Facebook,Consumer Packaged Goods,Stories,26860.94,3694416
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Facebook,2025-05-01,Facebook,Consumer Packaged Goods,Reels,1483.63,204056
"Tillamook Country Smoker, Inc.","Tillamook Country Smoker, Inc.","Tillamook Country Smoker, Inc.","Tillamook Country Smoker, Inc.","Tillamook Country Smoker, Inc.",Facebook,2025-05-01,Facebook,<uncategorized>,Reels,606.96,83480
"Tillamook Country Smoker, Inc.","Tillamook Country Smoker, Inc.","Tillamook Country Smoker, Inc.","Tillamook Country Smoker, Inc.","Tillamook Country Smoker, Inc.",Facebook,2025-05-01,Facebook,<uncategorized>,Stories,292.58,40241
"Tillamook Country Smoker, Inc.","Tillamook Country Smoker, Inc.","Tillamook Country Smoker, Inc.","Tillamook Country Smoker, Inc.","Tillamook Country Smoker, Inc.",Facebook,2025-05-01,Facebook,<uncategorized>,Feed,2066.98,284291
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,Facebook,2025-05-01,Facebook,Consumer Packaged Goods,Stories,889.40,122327
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,Facebook,2025-05-01,Facebook,Consumer Packaged Goods,Feed,9397.71,1292548
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,Facebook,2025-05-01,Facebook,Consumer Packaged Goods,Reels,1195.48,164425
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,Facebook,2025-05-01,Facebook,Consumer Packaged Goods,Marketplace,3866.59,531806
"good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC",Facebook,2025-05-01,Facebook,Food & Dining Services,Stories,887.99,122134
"good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC",Facebook,2025-05-01,Facebook,Food & Dining Services,Feed,27188.23,3739429
"good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC",Facebook,2025-05-01,Facebook,Food & Dining Services,Reels,299.00,41124
Siete Family Foods,Siete Family Foods,Siete Family Foods,Siete Family Foods,Siete Family Foods,Facebook,2025-05-01,Facebook,Consumer Packaged Goods,Stories,1203.09,165471
Siete Family Foods,Siete Family Foods,Siete Family Foods,Siete Family Foods,Siete Family Foods,Facebook,2025-05-01,Facebook,Consumer Packaged Goods,Feed,2089.83,287432
Siete Family Foods,Siete Family Foods,Siete Family Foods,Siete Family Foods,Siete Family Foods,Facebook,2025-05-01,Facebook,Consumer Packaged Goods,Other,293.34,40345
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Facebook,2025-05-01,Facebook,Consumer Packaged Goods,Feed,87070.29,11975533
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Facebook,2025-05-01,Facebook,Consumer Packaged Goods,Stories,19272.89,2650767
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Facebook,2025-05-01,Facebook,Consumer Packaged Goods,Reels,2639.62,363050
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,YouTube,2025-05-01,YouTube,Consumer Packaged Goods,In-Stream,2662.72,123142
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,YouTube,2025-05-01,YouTube,Consumer Packaged Goods,In-Stream,1756.10,81213
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,YouTube,2025-05-01,YouTube,Consumer Packaged Goods,In-Stream,1509.79,93096
"good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC",YouTube,2025-05-01,YouTube,Food & Dining Services,In-Stream,2043.60,94511
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),YouTube,2025-05-01,YouTube,Consumer Packaged Goods,In-Stream,167.95,15534
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,walmart.com,2025-05-01,Desktop Display,Consumer Packaged Goods,Other,9371.00,1274947
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Hulu,2025-05-01,OTT,Consumer Packaged Goods,In-Stream,1366798.54,45859060
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Hulu,2025-05-01,OTT,Consumer Packaged Goods,In-Stream,206545.71,6930111
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Hulu,2025-05-01,OTT,Consumer Packaged Goods,In-Stream,6765.82,227008
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,nypost.com,2025-05-01,Desktop Video,Consumer Packaged Goods,Other,631.15,54153
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Instagram,2025-05-01,Instagram,Consumer Packaged Goods,Feed,103890.73,12248374
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Instagram,2025-05-01,Instagram,Consumer Packaged Goods,Stories,43605.01,5140883
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Instagram,2025-05-01,Instagram,Consumer Packaged Goods,Reels,83502.50,9844672
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Instagram,2025-05-01,Instagram,Consumer Packaged Goods,Stories,4601.92,542556
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Instagram,2025-05-01,Instagram,Consumer Packaged Goods,Reels,55113.01,6497698
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Instagram,2025-05-01,Instagram,Consumer Packaged Goods,Feed,36716.33,4328776
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,Instagram,2025-05-01,Instagram,Consumer Packaged Goods,Stories,2500.78,294838
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,Instagram,2025-05-01,Instagram,Consumer Packaged Goods,Reels,162100.35,19111222
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,Instagram,2025-05-01,Instagram,Consumer Packaged Goods,Feed,19181.19,2261427
"good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC",Instagram,2025-05-01,Instagram,Food & Dining Services,Stories,22127.38,2608782
"good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC",Instagram,2025-05-01,Instagram,Food & Dining Services,Reels,27471.31,3238826
"good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC",Instagram,2025-05-01,Instagram,Food & Dining Services,Feed,13717.86,1617312
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Instagram,2025-05-01,Instagram,Consumer Packaged Goods,Feed,35801.94,4220979
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Instagram,2025-05-01,Instagram,Consumer Packaged Goods,Stories,41378.59,4878451
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Instagram,2025-05-01,Instagram,Consumer Packaged Goods,Reels,90577.95,10678946
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,whatculture.com (Mandatory),2025-05-01,Mobile Display,Consumer Packaged Goods,Other,97.51,30980
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,backyardchickens.com,2025-05-01,Desktop Display,Consumer Packaged Goods,Other,12.50,3987
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Pluto TV,2025-05-01,OTT,Consumer Packaged Goods,In-Stream,36784.82,1700315
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,kenkenpuzzle.com,2025-05-01,Desktop Display,Consumer Packaged Goods,Other,25.99,8812
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Tubi,2025-05-01,OTT,Consumer Packaged Goods,In-Stream,3764.45,153169
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,dallascowboys.com,2025-05-01,Mobile Display,Consumer Packaged Goods,Other,113.06,13653
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Peacock,2025-05-01,OTT,Consumer Packaged Goods,In-Stream,6318.09,151168
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Peacock,2025-05-01,OTT,Consumer Packaged Goods,In-Stream,11240.10,268933
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,TikTok,2025-05-01,TikTok,Consumer Packaged Goods,Feed,100731.63,9625878
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,TikTok,2025-05-01,TikTok,Consumer Packaged Goods,Feed,741.55,70862
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Paramount+,2025-05-01,OTT,Consumer Packaged Goods,In-Stream,20454.04,917736
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Paramount+,2025-05-01,OTT,Consumer Packaged Goods,In-Stream,2004.62,89944
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Paramount+,2025-05-01,OTT,Consumer Packaged Goods,In-Stream,9626.84,431940
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Max,2025-05-01,OTT,Consumer Packaged Goods,In-Stream,5513.26,150126
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,OTT Streaming Services (General),2025-05-01,OTT,Consumer Packaged Goods,In-Stream,116449.90,4881606
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,OTT Streaming Services (General),2025-05-01,OTT,Consumer Packaged Goods,In-Stream,93110.78,3903219
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),OTT Streaming Services (General),2025-05-01,OTT,Consumer Packaged Goods,In-Stream,15097.47,632889
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,behindthevoiceactors.com,2025-05-01,Mobile Display,Consumer Packaged Goods,Other,63.33,26562
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Amazon Prime Video,2025-05-01,OTT,Consumer Packaged Goods,In-Stream,3642.24,108775
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Amazon Prime Video,2025-05-01,OTT,Consumer Packaged Goods,In-Stream,3485.49,104095
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Amazon Prime Video,2025-05-01,OTT,Consumer Packaged Goods,In-Stream,43400.97,1296161
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,kitchensanctuary.com,2025-05-01,Desktop Display,Consumer Packaged Goods,Other,12.80,4192
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Disney+,2025-05-01,OTT,Consumer Packaged Goods,In-Stream,717.74,15462
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Disney+,2025-05-01,OTT,Consumer Packaged Goods,In-Stream,1447.33,31180
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Disney+,2025-05-01,OTT,Consumer Packaged Goods,In-Stream,26006.06,560234
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Facebook,2025-06-01,Facebook,Consumer Packaged Goods,Feed,79939.29,10994728
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Facebook,2025-06-01,Facebook,Consumer Packaged Goods,Stories,18829.55,2589794
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Facebook,2025-06-01,Facebook,Consumer Packaged Goods,Reels,12634.70,1737761
"Tillamook Country Smoker, Inc.","Tillamook Country Smoker, Inc.","Tillamook Country Smoker, Inc.","Tillamook Country Smoker, Inc.","Tillamook Country Smoker, Inc.",Facebook,2025-06-01,Facebook,<uncategorized>,Reels,272.72,37509
"Tillamook Country Smoker, Inc.","Tillamook Country Smoker, Inc.","Tillamook Country Smoker, Inc.","Tillamook Country Smoker, Inc.","Tillamook Country Smoker, Inc.",Facebook,2025-06-01,Facebook,<uncategorized>,Feed,1919.85,264055
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,Facebook,2025-06-01,Facebook,Consumer Packaged Goods,Stories,55967.34,7697677
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,Facebook,2025-06-01,Facebook,Consumer Packaged Goods,Feed,249463.21,34310867
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,Facebook,2025-06-01,Facebook,Consumer Packaged Goods,Reels,7340.73,1009633
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,Facebook,2025-06-01,Facebook,Consumer Packaged Goods,Marketplace,2440.07,335605
"good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC",Facebook,2025-06-01,Facebook,Food & Dining Services,Feed,6565.64,903031
"good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC",Facebook,2025-06-01,Facebook,Food & Dining Services,Stories,578.63,79584
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Facebook,2025-06-01,Facebook,Consumer Packaged Goods,Stories,21464.80,2952235
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Facebook,2025-06-01,Facebook,Consumer Packaged Goods,Feed,53619.34,7374733
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Facebook,2025-06-01,Facebook,Consumer Packaged Goods,Reels,4679.80,643655
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,YouTube,2025-06-01,YouTube,Consumer Packaged Goods,In-Stream,2598.03,120153
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,YouTube,2025-06-01,YouTube,Consumer Packaged Goods,In-Stream,716.03,33114
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,YouTube,2025-06-01,YouTube,Consumer Packaged Goods,In-Stream,2027.21,147517
Siete Family Foods,Siete Family Foods,Siete Family Foods,Siete Family Foods,Siete Family Foods,YouTube,2025-06-01,YouTube,Consumer Packaged Goods,Feed,136.19,94001
Siete Family Foods,Siete Family Foods,Siete Family Foods,Siete Family Foods,Siete Family Foods,YouTube,2025-06-01,Desktop Display,Consumer Packaged Goods,Other,116.99,12374
Siete Family Foods,Siete Family Foods,Siete Family Foods,Siete Family Foods,Siete Family Foods,YouTube,2025-06-01,YouTube,Consumer Packaged Goods,In-Stream,454.05,209981
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),YouTube,2025-06-01,YouTube,Consumer Packaged Goods,In-Stream,176.65,16339
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Hulu,2025-06-01,OTT,Consumer Packaged Goods,In-Stream,665838.23,22340348
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Hulu,2025-06-01,OTT,Consumer Packaged Goods,In-Stream,1345.14,45132
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Hulu,2025-06-01,OTT,Consumer Packaged Goods,In-Stream,304717.32,10223928
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,cakewrecks.com,2025-06-01,Mobile Display,Consumer Packaged Goods,Other,23.33,5274
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,buzzfeed.com,2025-06-01,Desktop Display,Consumer Packaged Goods,Other,3297.31,972573
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,food.com (Scripps Network Digital),2025-06-01,Mobile Display,Consumer Packaged Goods,Other,2796.78,512031
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,parade.com,2025-06-01,Mobile Display,Consumer Packaged Goods,Other,75.54,29155
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,eater.com (Vox Media),2025-06-01,Mobile Display,Consumer Packaged Goods,Other,90.51,28144
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,thekrazycouponlady.com,2025-06-01,Mobile Display,Consumer Packaged Goods,Other,194.63,31404
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,browneyedbaker.com,2025-06-01,Mobile Display,Consumer Packaged Goods,Other,12.85,4323
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Instagram,2025-06-01,Instagram,Consumer Packaged Goods,Stories,1543.12,181930
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Instagram,2025-06-01,Instagram,Consumer Packaged Goods,Reels,12653.70,1491834
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Instagram,2025-06-01,Instagram,Consumer Packaged Goods,Feed,3236.73,381601
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Instagram,2025-06-01,Instagram,Consumer Packaged Goods,Reels,94187.73,11104454
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Instagram,2025-06-01,Instagram,Consumer Packaged Goods,Stories,2878.37,339351
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Instagram,2025-06-01,Instagram,Consumer Packaged Goods,Feed,25280.72,2980519
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,Instagram,2025-06-01,Instagram,Consumer Packaged Goods,Stories,13150.55,1550417
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,Instagram,2025-06-01,Instagram,Consumer Packaged Goods,Reels,218397.45,25748525
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,Instagram,2025-06-01,Instagram,Consumer Packaged Goods,Feed,57036.62,6724474
"good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC",Instagram,2025-06-01,Instagram,Food & Dining Services,Feed,24208.88,2854173
"good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC",Instagram,2025-06-01,Instagram,Food & Dining Services,Reels,9879.99,1164821
"good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC",Instagram,2025-06-01,Instagram,Food & Dining Services,Stories,3848.84,453767
Siete Family Foods,Siete Family Foods,Siete Family Foods,Siete Family Foods,Siete Family Foods,Instagram,2025-06-01,Instagram,Consumer Packaged Goods,Stories,113.55,13387
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Instagram,2025-06-01,Instagram,Consumer Packaged Goods,Feed,28818.46,3397617
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Instagram,2025-06-01,Instagram,Consumer Packaged Goods,Reels,54229.29,6393489
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Instagram,2025-06-01,Instagram,Consumer Packaged Goods,Stories,22876.42,2697065
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,cookingchanneltv.com (Scripps Network Digital),2025-06-01,Mobile Display,Consumer Packaged Goods,Other,17.49,2570
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,paleomg.com,2025-06-01,Mobile Display,Consumer Packaged Goods,Other,5.14,1229
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,onegoodthingbyjillee.com,2025-06-01,Mobile Display,Consumer Packaged Goods,Other,44.42,8124
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,budget101.com,2025-06-01,Mobile Display,Consumer Packaged Goods,Other,4.69,2002
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,liquor.com,2025-06-01,Mobile Display,Consumer Packaged Goods,Other,65.55,18841
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,amazingribs.com,2025-06-01,Mobile Display,Consumer Packaged Goods,Other,3.58,2579
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,pinchofyum.com,2025-06-01,Mobile Display,Consumer Packaged Goods,Other,13.14,7086
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,sallysbakingaddiction.com,2025-06-01,Mobile Display,Consumer Packaged Goods,Other,58.93,11190
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,extrapetite.com,2025-06-01,Mobile Display,Consumer Packaged Goods,Other,12.89,1533
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,thesimplyluxuriouslife.com,2025-06-01,Mobile Display,Consumer Packaged Goods,Other,0.58,533
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Pluto TV,2025-06-01,OTT,Consumer Packaged Goods,In-Stream,12811.86,592206
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Pluto TV,2025-06-01,OTT,Consumer Packaged Goods,In-Stream,91718.68,4239544
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Pluto TV,2025-06-01,OTT,Consumer Packaged Goods,In-Stream,49631.52,2294135
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,beeradvocate.com,2025-06-01,Mobile Display,Consumer Packaged Goods,Other,82.39,35039
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,ohmyveggies.com,2025-06-01,Mobile Display,Consumer Packaged Goods,Other,1.92,819
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,smokingmeatforums.com,2025-06-01,Mobile Display,Consumer Packaged Goods,Other,5.79,2474
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,alphamom.com,2025-06-01,Mobile Display,Consumer Packaged Goods,Other,16.83,7040
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,tablefortwoblog.com,2025-06-01,Mobile Display,Consumer Packaged Goods,Other,7.84,3346
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,melskitchencafe.com,2025-06-01,Mobile Display,Consumer Packaged Goods,Other,13.29,5671
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,catchmyparty.com,2025-06-01,Mobile Display,Consumer Packaged Goods,Other,9.46,4038
