advertiser,brand_root,brand_major,brand_minor,brand_leaf,publisher,date,channel,top_level_category,placement,spend_usd,impressions
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,walmart.com,2025-02-01,Desktop Display,Consumer Packaged Goods,Other,7835.0,1065969
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Hulu,2025-02-01,OTT,Consumer Packaged Goods,In-Stream,618541.43,22372135
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Instagram,2025-02-01,Instagram,Consumer Packaged Goods,Feed,70398.57,8713937
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Instagram,2025-02-01,Instagram,Consumer Packaged Goods,Reels,67146.65,8311425
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Instagram,2025-02-01,Instagram,Consumer Packaged Goods,Stories,16944.37,2097387
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Twitch,2025-02-01,Desktop Video,Consumer Packaged Goods,In-Stream,23444.21,1048727
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Tubi,2025-02-01,OTT,Consumer Packaged Goods,In-Stream,17842.54,774670
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Peacock,2025-02-01,OTT,Consumer Packaged Goods,In-Stream,96494.74,2569565
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,TikTok,2025-02-01,TikTok,Consumer Packaged Goods,Feed,102504.63,10579989
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Paramount+,2025-02-01,OTT,Consumer Packaged Goods,In-Stream,2311.95,108408
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Max,2025-02-01,OTT,Consumer Packaged Goods,In-Stream,6012.94,176850
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,OTT Streaming Services (General),2025-02-01,OTT,Consumer Packaged Goods,In-Stream,285053.69,11508541
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Amazon Prime Video,2025-02-01,OTT,Consumer Packaged Goods,In-Stream,1647.94,53157
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,Facebook,2025-02-01,Facebook,Consumer Packaged Goods,Stories,282.32,39068
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,Facebook,2025-02-01,Facebook,Consumer Packaged Goods,Feed,1387.8,192047
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,YouTube,2025-02-01,YouTube,Consumer Packaged Goods,In-Stream,236.55,17624
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,Instagram,2025-02-01,Instagram,Consumer Packaged Goods,Feed,580.93,71908
Country Archer Jerky Co.,Country Archer Jerky Co.,Country Archer Jerky Co.,Country Archer Jerky Co.,Country Archer Jerky Co.,Facebook,2025-02-01,Facebook,Consumer Packaged Goods,Feed,258.47,35768
Country Archer Jerky Co.,Country Archer Jerky Co.,Country Archer Jerky Co.,Country Archer Jerky Co.,Country Archer Jerky Co.,YouTube,2025-02-01,YouTube,Consumer Packaged Goods,In-Stream,323.56,18079
Country Archer Jerky Co.,Country Archer Jerky Co.,Country Archer Jerky Co.,Country Archer Jerky Co.,Country Archer Jerky Co.,thingiverse.com,2025-02-01,Mobile Display,Consumer Packaged Goods,Other,124.96,53000
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,Facebook,2025-02-01,Facebook,Consumer Packaged Goods,Stories,553.34,76573
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,Facebook,2025-02-01,Facebook,Consumer Packaged Goods,Feed,139360.39,19284963
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,Facebook,2025-02-01,Facebook,Consumer Packaged Goods,Reels,3790.73,524570
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,Facebook,2025-02-01,Facebook,Consumer Packaged Goods,Marketplace,27172.02,3760117
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,Facebook,2025-02-01,Facebook,Consumer Packaged Goods,Other,265.9,36795
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,Instagram,2025-02-01,Instagram,Consumer Packaged Goods,Reels,48612.06,6017194
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,Instagram,2025-02-01,Instagram,Consumer Packaged Goods,Stories,8875.54,1098615
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,Instagram,2025-02-01,Instagram,Consumer Packaged Goods,Feed,100853.11,12483595
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,dallascowboys.com,2025-02-01,Desktop Display,Consumer Packaged Goods,Other,437.58,32826
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,dallascowboys.com,2025-02-01,Mobile Display,Consumer Packaged Goods,Other,500.32,60462
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Facebook,2025-02-01,Facebook,Consumer Packaged Goods,Reels,32806.29,4539798
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Facebook,2025-02-01,Facebook,Consumer Packaged Goods,Stories,2182.44,302011
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Facebook,2025-02-01,Facebook,Consumer Packaged Goods,Feed,317787.21,43976050
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,YouTube,2025-02-01,Desktop Display,Consumer Packaged Goods,Other,97.74,10336
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,YouTube,2025-02-01,YouTube,Consumer Packaged Goods,Reels,2568.18,318901
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,YouTube,2025-02-01,YouTube,Consumer Packaged Goods,Feed,12199.75,10172963
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,YouTube,2025-02-01,YouTube,Consumer Packaged Goods,In-Stream,112225.24,7131463
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Hulu,2025-02-01,OTT,Consumer Packaged Goods,In-Stream,11519.31,416642
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Instagram,2025-02-01,Instagram,Consumer Packaged Goods,Stories,141957.5,17571480
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Instagram,2025-02-01,Instagram,Consumer Packaged Goods,Reels,804462.87,99576442
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Instagram,2025-02-01,Instagram,Consumer Packaged Goods,Feed,46954.83,5812054
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Snapchat,2025-02-01,Snapchat,Consumer Packaged Goods,Spotlight,39901.9,7476587
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Snapchat,2025-02-01,Snapchat,Consumer Packaged Goods,Feed,117404.5,21998573
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Snapchat,2025-02-01,Snapchat,Consumer Packaged Goods,Camera (AR),38925.74,7293678
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Tubi,2025-02-01,OTT,Consumer Packaged Goods,In-Stream,6386.8,277296
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Peacock,2025-02-01,OTT,Consumer Packaged Goods,In-Stream,54258.77,1444860
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,TikTok,2025-02-01,TikTok,Consumer Packaged Goods,Feed,167413.98,17279591
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Paramount+,2025-02-01,OTT,Consumer Packaged Goods,In-Stream,19445.2,911797
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,OTT Streaming Services (General),2025-02-01,OTT,Consumer Packaged Goods,In-Stream,124462.81,5024963
Siete Family Foods,Siete Family Foods,Siete Family Foods,Siete Family Foods,Siete Family Foods,Facebook,2025-02-01,Facebook,Consumer Packaged Goods,Reels,824.44,114087
Siete Family Foods,Siete Family Foods,Siete Family Foods,Siete Family Foods,Siete Family Foods,Facebook,2025-02-01,Facebook,Consumer Packaged Goods,Feed,561.16,77654
Siete Family Foods,Siete Family Foods,Siete Family Foods,Siete Family Foods,Siete Family Foods,Instagram,2025-02-01,Instagram,Consumer Packaged Goods,Stories,2918.06,361193
"Tillamook Country Smoker, Inc.","Tillamook Country Smoker, Inc.","Tillamook Country Smoker, Inc.","Tillamook Country Smoker, Inc.","Tillamook Country Smoker, Inc.",Facebook,2025-02-01,Facebook,<uncategorized>,Reels,297.24,41132
"Tillamook Country Smoker, Inc.","Tillamook Country Smoker, Inc.","Tillamook Country Smoker, Inc.","Tillamook Country Smoker, Inc.","Tillamook Country Smoker, Inc.",Facebook,2025-02-01,Facebook,<uncategorized>,Feed,6036.6,835355
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Facebook,2025-02-01,Facebook,Consumer Packaged Goods,Marketplace,268.09,37099
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Facebook,2025-02-01,Facebook,Consumer Packaged Goods,Feed,29605.27,4096836
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Facebook,2025-02-01,Facebook,Consumer Packaged Goods,Stories,2150.16,297542
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Facebook,2025-02-01,Facebook,Consumer Packaged Goods,Reels,1364.26,188789
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),YouTube,2025-02-01,YouTube,Consumer Packaged Goods,In-Stream,3020.74,321220
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Hulu,2025-02-01,OTT,Consumer Packaged Goods,In-Stream,70431.21,2547440
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),yardbarker.com,2025-02-01,Desktop Video,Consumer Packaged Goods,Other,317.23,28812
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),ajc.com (Cox Enterprises),2025-02-01,Desktop Video,Consumer Packaged Goods,Other,111.31,9887
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),baltimoresun.com (Tribune Media),2025-02-01,Desktop Video,Consumer Packaged Goods,Other,1741.71,150848
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Instagram,2025-02-01,Instagram,Consumer Packaged Goods,Feed,9248.8,1144813
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Instagram,2025-02-01,Instagram,Consumer Packaged Goods,Reels,7271.15,900022
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Instagram,2025-02-01,Instagram,Consumer Packaged Goods,Stories,16780.19,2077056
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),triblive.com,2025-02-01,Desktop Video,Consumer Packaged Goods,Other,3438.02,154231
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),hypesouthflorida.com (Tribune Media),2025-02-01,Desktop Video,Consumer Packaged Goods,Other,2.14,31
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Peacock,2025-02-01,OTT,Consumer Packaged Goods,In-Stream,3047.62,81155
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Paramount+,2025-02-01,OTT,Consumer Packaged Goods,In-Stream,25398.87,1190969
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),OTT Streaming Services (General),2025-02-01,OTT,Consumer Packaged Goods,In-Stream,33966.37,1371330
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),deseret.com,2025-02-01,Desktop Video,Consumer Packaged Goods,Other,2022.56,29250
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Amazon Prime Video,2025-02-01,OTT,Consumer Packaged Goods,In-Stream,151077.58,4873229
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Disney+,2025-02-01,OTT,Consumer Packaged Goods,In-Stream,92467.88,2485619
"good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC",Facebook,2025-02-01,Facebook,Food & Dining Services,Stories,3682.83,509639
"good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC",Facebook,2025-02-01,Facebook,Food & Dining Services,Feed,70826.77,9801148
"good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC",Facebook,2025-02-01,Facebook,Food & Dining Services,Other,888.07,122892
"good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC",YouTube,2025-02-01,YouTube,Food & Dining Services,In-Stream,2210.05,131621
"good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC",YouTube,2025-02-01,YouTube,Food & Dining Services,Feed,38.43,32048
"good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC",Instagram,2025-02-01,Instagram,Food & Dining Services,Stories,1757.25,217512
"good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC",Instagram,2025-02-01,Instagram,Food & Dining Services,Feed,730.61,90436
"good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC",Instagram,2025-02-01,Instagram,Food & Dining Services,Reels,1031.23,127645
"good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC",TikTok,2025-02-01,TikTok,Food & Dining Services,Feed,2303.22,237726
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Facebook,2025-03-01,Facebook,Consumer Packaged Goods,Feed,175465.6,24281282
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Facebook,2025-03-01,Facebook,Consumer Packaged Goods,Stories,19341.37,2676505
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Facebook,2025-03-01,Facebook,Consumer Packaged Goods,Reels,27075.5,3746757
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,YouTube,2025-03-01,YouTube,Consumer Packaged Goods,In-Stream,3841.05,214624
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,walmart.com,2025-03-01,Desktop Display,Consumer Packaged Goods,Other,13282.99,1807183
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Hulu,2025-03-01,OTT,Consumer Packaged Goods,In-Stream,256808.81,9288574
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Instagram,2025-03-01,Instagram,Consumer Packaged Goods,Stories,17819.72,2205727
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Instagram,2025-03-01,Instagram,Consumer Packaged Goods,Reels,36789.42,4553797
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Instagram,2025-03-01,Instagram,Consumer Packaged Goods,Feed,135019.51,16712734
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Twitch,2025-03-01,Desktop Video,Consumer Packaged Goods,In-Stream,7674.13,343286
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Pluto TV,2025-03-01,OTT,Consumer Packaged Goods,In-Stream,18495.54,867494
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Tubi,2025-03-01,OTT,Consumer Packaged Goods,In-Stream,2340.17,101601
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Peacock,2025-03-01,OTT,Consumer Packaged Goods,In-Stream,54420.85,1449174
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,TikTok,2025-03-01,TikTok,Consumer Packaged Goods,Feed,109349.38,11286468
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Paramount+,2025-03-01,OTT,Consumer Packaged Goods,In-Stream,3072.53,144072
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,OTT Streaming Services (General),2025-03-01,OTT,Consumer Packaged Goods,In-Stream,227774.49,9195987
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Amazon Prime Video,2025-03-01,OTT,Consumer Packaged Goods,In-Stream,2161.63,69729
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,Facebook,2025-03-01,Facebook,Consumer Packaged Goods,Stories,278.02,38473
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,YouTube,2025-03-01,YouTube,Consumer Packaged Goods,In-Stream,443.71,33058
Country Archer Jerky Co.,Country Archer Jerky Co.,Country Archer Jerky Co.,Country Archer Jerky Co.,Country Archer Jerky Co.,Facebook,2025-03-01,Facebook,Consumer Packaged Goods,Feed,276.0,38193
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,Facebook,2025-03-01,Facebook,Consumer Packaged Goods,Feed,15076.34,2086285
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,Facebook,2025-03-01,Facebook,Consumer Packaged Goods,Reels,3847.69,532451
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,Facebook,2025-03-01,Facebook,Consumer Packaged Goods,Stories,277.56,38409
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,Facebook,2025-03-01,Facebook,Consumer Packaged Goods,Marketplace,14368.08,1988282
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,Instagram,2025-03-01,Instagram,Consumer Packaged Goods,Stories,549.64,68034
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,Instagram,2025-03-01,Instagram,Consumer Packaged Goods,Reels,28284.85,3501106
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,Instagram,2025-03-01,Instagram,Consumer Packaged Goods,Feed,18656.57,2309321
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,dallascowboys.com,2025-03-01,Mobile Display,Consumer Packaged Goods,Other,970.3,117153
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,dallascowboys.com,2025-03-01,Desktop Display,Consumer Packaged Goods,Other,293.91,21618
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Facebook,2025-03-01,Facebook,Consumer Packaged Goods,Feed,89216.05,12345905
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Facebook,2025-03-01,Facebook,Consumer Packaged Goods,Reels,12217.84,1690731
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Facebook,2025-03-01,Facebook,Consumer Packaged Goods,Stories,1111.18,153767
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,YouTube,2025-03-01,YouTube,Consumer Packaged Goods,Reels,634.83,78828
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,YouTube,2025-03-01,Desktop Display,Consumer Packaged Goods,Other,142.4,15062
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,YouTube,2025-03-01,YouTube,Consumer Packaged Goods,Feed,12423.95,10359961
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,YouTube,2025-03-01,YouTube,Consumer Packaged Goods,In-Stream,22970.94,1553687
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Hulu,2025-03-01,OTT,Consumer Packaged Goods,In-Stream,11697.3,423083
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Instagram,2025-03-01,Instagram,Consumer Packaged Goods,Feed,26698.49,3304730
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Instagram,2025-03-01,Instagram,Consumer Packaged Goods,Stories,36069.11,4464651
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Instagram,2025-03-01,Instagram,Consumer Packaged Goods,Reels,297790.02,36860638
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Pluto TV,2025-03-01,OTT,Consumer Packaged Goods,In-Stream,8293.63,388995
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Snapchat,2025-03-01,Snapchat,Consumer Packaged Goods,Spotlight,8804.46,1649729
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Snapchat,2025-03-01,Snapchat,Consumer Packaged Goods,Feed,17115.01,3206911
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Snapchat,2025-03-01,Snapchat,Consumer Packaged Goods,Camera (AR),28378.89,5317471
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Tubi,2025-03-01,OTT,Consumer Packaged Goods,In-Stream,10101.42,438572
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Peacock,2025-03-01,OTT,Consumer Packaged Goods,In-Stream,14419.51,383979
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,TikTok,2025-03-01,TikTok,Consumer Packaged Goods,Feed,65123.21,6721675
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Paramount+,2025-03-01,OTT,Consumer Packaged Goods,In-Stream,19998.17,937724
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,OTT Streaming Services (General),2025-03-01,OTT,Consumer Packaged Goods,In-Stream,115367.34,4657744
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Amazon Prime Video,2025-03-01,OTT,Consumer Packaged Goods,In-Stream,909.55,29339
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Disney+,2025-03-01,OTT,Consumer Packaged Goods,In-Stream,3393.78,91228
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Facebook,2025-03-01,Facebook,Consumer Packaged Goods,Reels,837.66,115916
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Facebook,2025-03-01,Facebook,Consumer Packaged Goods,Feed,22741.1,3146956
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Facebook,2025-03-01,Facebook,Consumer Packaged Goods,Marketplace,566.14,78344
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Facebook,2025-03-01,Facebook,Consumer Packaged Goods,Stories,1636.09,226406
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),YouTube,2025-03-01,YouTube,Consumer Packaged Goods,In-Stream,144.45,16143
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Hulu,2025-03-01,OTT,Consumer Packaged Goods,In-Stream,31911.43,1154207
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Instagram,2025-03-01,Instagram,Consumer Packaged Goods,Stories,16618.02,2056985
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Instagram,2025-03-01,Instagram,Consumer Packaged Goods,Reels,6416.08,794186
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Instagram,2025-03-01,Instagram,Consumer Packaged Goods,Feed,6672.93,825983
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Pluto TV,2025-03-01,OTT,Consumer Packaged Goods,In-Stream,8684.19,407313
